range,bubble,insertion,selection,merge
65000,13.190046,4.980328,5.742692,0.028080
65000,13.048655,4.957126,5.710950,0.027427
65000,13.019455,4.977533,5.738226,0.026981
65000,13.162411,5.329950,5.873532,0.026595
65000,13.396180,5.269952,5.764386,0.027285
65000,13.075211,4.966045,5.751827,0.026689
65000,13.091880,5.014877,5.733938,0.027297
65000,13.058455,5.022053,5.729023,0.027838
65000,12.985890,4.998463,5.750836,0.027589
65000,13.040014,5.069155,5.723261,0.027675
65000,13.096067,4.968692,5.776301,0.027266
65000,13.406592,5.002294,5.745555,0.027798
65000,13.251075,4.999811,5.759617,0.027077
65000,13.042134,5.034160,5.717891,0.026776
65000,13.043643,4.986945,5.732174,0.027879
65000,13.003262,4.984262,5.749971,0.026457
65000,13.178451,4.968970,5.738961,0.026883
65000,13.051091,4.975759,5.731755,0.026867
65000,13.018681,5.033057,5.780797,0.028327
65000,13.100555,4.942661,5.732780,0.030237
65000,12.986045,4.933531,5.742217,0.026977
65000,13.112456,4.969088,5.758022,0.027057
65000,13.025942,5.071907,5.707487,0.028195
65000,13.016607,4.967411,5.735740,0.027768
65000,13.080482,5.057124,5.754193,0.027460
65000,13.050921,4.996537,5.737792,0.032310
65000,13.000070,4.967426,5.765795,0.027429
65000,13.000639,4.967437,5.754992,0.029247
65000,13.042480,4.953800,5.734045,0.032842
65000,13.136543,5.068312,5.720797,0.027032
65000,13.090076,4.995280,5.748215,0.028847
65000,13.119721,4.979203,5.764574,0.026998
65000,13.001086,4.955418,5.715328,0.026343
65000,13.091189,4.991324,5.765892,0.027024
65000,13.046004,4.994676,5.747488,0.027022
65000,12.953653,5.019450,5.767369,0.026209
65000,13.023924,4.985441,5.763012,0.027704
65000,13.187451,4.994979,5.739721,0.026797
65000,13.042986,4.965180,5.730389,0.026957
65000,13.058332,4.969412,5.732693,0.026819
65000,13.033930,4.978815,5.756544,0.026647
65000,13.014953,4.963123,5.790834,0.027945
65000,13.007580,4.958869,5.723107,0.026885
65000,13.107041,5.019675,5.735379,0.028860
65000,13.025367,5.038472,5.734679,0.026827
70000,15.102545,5.869725,6.641271,0.029767
70000,15.133405,5.833637,6.637804,0.029785
70000,15.180475,5.834712,6.664089,0.035068
70000,15.205392,5.966832,6.623711,0.030069
70000,15.258229,5.795631,6.652601,0.029974
70000,16.253061,5.970407,6.666542,0.032487
70000,15.318378,5.764117,6.652708,0.030477
70000,15.125176,5.810640,6.661807,0.031001
70000,15.198082,5.772646,6.650758,0.029776
70000,15.137213,5.741466,6.693357,0.030756
70000,15.200530,5.782921,6.644954,0.033889
70000,15.237495,5.810622,6.664198,0.031524
70000,15.161731,5.783080,6.638112,0.030474
70000,15.212856,5.838895,6.661587,0.031834
70000,15.324947,5.789020,6.656994,0.034230
70000,15.173765,5.740690,6.659115,0.029831
70000,15.223176,5.783688,6.658262,0.030610
70000,15.216063,5.782409,6.655158,0.030336
70000,15.654176,5.863344,6.637650,0.029984
70000,15.234421,5.805561,6.651004,0.029669
70000,15.237042,5.739162,6.656874,0.036467
70000,15.178573,5.744583,6.669696,0.030260
70000,15.152023,5.867467,6.675925,0.030036
70000,15.182014,5.796647,6.742929,0.030791
70000,15.194864,5.767958,6.690074,0.030099
70000,15.182306,5.755723,6.706957,0.030544
70000,15.111573,5.740605,6.691974,0.038532
70000,15.198028,5.801821,6.678939,0.034558
70000,15.210363,5.771141,6.677563,0.045390
70000,15.167128,5.744352,6.633261,0.030805
70000,15.161498,5.814480,6.646375,0.030219
70000,15.288784,5.799633,6.651926,0.029967
70000,15.157506,5.791235,6.623779,0.030376
70000,15.186938,5.739182,6.637536,0.029543
70000,15.111891,5.835039,6.661457,0.031777
70000,15.133978,6.009234,6.682350,0.030472
70000,15.160921,5.833169,6.711865,0.029879
70000,15.196364,5.807827,6.637583,0.029713
70000,15.173353,5.772538,6.671893,0.031050
70000,15.153234,5.872038,6.692985,0.033273
70000,15.102005,5.740362,6.676228,0.030714
70000,15.107771,5.834183,6.655435,0.029403
70000,15.141072,5.820394,6.673642,0.031234
70000,15.113822,5.862617,6.661231,0.029973
70000,15.163844,5.754293,6.625512,0.031287
70000,15.129890,5.807942,6.656418,0.030905
70000,15.193360,5.764932,6.655006,0.030534
70000,15.178945,5.710649,6.642332,0.030096
70000,15.320581,5.833313,6.656275,0.030537
70000,15.238679,5.768160,6.640988,0.034063
75000,17.601266,6.629744,7.647023,0.032581
75000,17.396892,6.623549,7.634195,0.032875
75000,17.521004,6.633995,7.620777,0.031863
75000,17.589943,6.622598,7.634933,0.032476
75000,17.503974,6.647408,7.633006,0.037401
75000,17.433519,6.625865,7.684402,0.032096
75000,17.498605,6.670519,7.652292,0.036273
75000,17.359105,6.637508,7.647152,0.032248
75000,17.488238,6.678400,7.616133,0.034385
75000,17.422412,6.679008,7.632631,0.032754
75000,17.435931,6.701020,7.614185,0.033278
75000,17.493369,6.592504,7.652136,0.031727
75000,17.384458,6.631915,7.636045,0.033458
75000,17.575163,6.623008,7.657281,0.032210
75000,17.436355,6.692076,7.635609,0.032777
75000,17.537629,6.623502,7.625219,0.034702
75000,17.398663,6.654304,7.635140,0.032266
75000,17.481925,6.684325,7.647756,0.033474
75000,17.485524,6.658717,7.666251,0.032746
75000,17.437313,6.611511,7.630542,0.032059
75000,17.419788,6.574778,7.674754,0.033507
75000,17.561496,6.615828,7.650512,0.032167
75000,17.384345,6.687566,7.630345,0.032715
75000,17.479654,6.654570,7.627502,0.032562
75000,17.566420,6.761120,7.677679,0.032892
75000,17.468254,6.611888,7.606774,0.033020
75000,17.576204,6.602816,7.645727,0.032567
75000,17.548192,6.649236,7.648976,0.031797
75000,17.550181,6.583395,7.626803,0.034285
75000,17.504056,6.664697,7.629519,0.032495
75000,17.538218,6.640864,7.621623,0.032574
75000,17.417013,6.765981,7.647384,0.033067
75000,17.480621,6.617446,7.669564,0.032382
75000,17.467937,6.613321,7.752751,0.031867
75000,17.488608,6.635610,7.621506,0.035676
75000,17.391190,6.685653,7.630726,0.032640
75000,17.532320,6.673994,7.622759,0.034107
75000,17.458748,6.674890,7.680973,0.033831
75000,17.497827,6.630181,7.615244,0.032520
75000,17.416733,6.719357,7.631674,0.032616
75000,17.398547,6.611567,7.680444,0.032617
75000,17.443708,6.637614,7.624586,0.032593
75000,17.372642,6.598673,7.735657,0.032891
75000,17.676185,6.622340,7.639254,0.032733
75000,17.490937,6.668994,7.685873,0.033089
75000,17.436246,6.651297,7.640429,0.032087
75000,17.423895,6.709667,7.655858,0.032486
75000,17.435213,6.595129,7.667479,0.032418
75000,17.506654,6.685812,7.642839,0.032726
75000,17.366108,6.604686,7.631135,0.032838
80000,19.874954,7.560397,8.682122,0.034030
80000,19.893206,7.550024,8.673672,0.034663
80000,19.962619,7.581522,8.687541,0.035816
80000,19.969532,7.605512,8.687850,0.035267
80000,19.927603,7.604424,8.681043,0.034269
80000,19.913512,7.537795,8.690535,0.035973
80000,19.847636,7.513435,8.768880,0.036461
80000,19.938017,7.558575,8.692622,0.034323
80000,19.960667,7.571055,8.697416,0.035004
80000,19.861704,7.463920,8.655295,0.034419
80000,20.055250,7.585899,8.685501,0.034219
80000,19.913692,7.606372,8.683821,0.034482
80000,19.888802,7.554545,8.685018,0.037765
80000,19.862854,7.559799,8.725810,0.037370
80000,19.947181,7.541913,8.678683,0.034505
80000,20.004774,7.534562,8.685491,0.034133
80000,19.852046,7.588969,8.726550,0.035492
80000,19.825712,7.602838,8.691750,0.034615
80000,19.913270,7.598767,8.673817,0.034455
80000,19.961293,7.514103,8.735291,0.038244
80000,19.932312,7.545976,8.707442,0.035608
80000,19.929242,7.661284,8.669800,0.034282
80000,19.769854,7.532452,8.721299,0.036254
80000,19.976582,7.600867,8.681142,0.034863
80000,19.909682,7.586099,8.710681,0.034539
80000,19.833502,7.468424,8.700335,0.034475
80000,19.872637,7.671452,8.708432,0.036427
80000,19.859087,7.560531,8.698865,0.033705
80000,19.914908,7.594719,8.683914,0.034974
80000,19.875573,7.661117,8.709975,0.035584
80000,19.921812,7.619661,8.662731,0.034308
80000,19.954868,7.523287,8.707171,0.034980
80000,19.932757,7.639146,8.715070,0.038209
80000,19.868954,7.545148,8.679477,0.034049
80000,19.868356,7.570282,8.690749,0.034312
80000,19.898309,7.837722,8.805199,0.036945
80000,20.141318,7.576223,8.755042,0.036506
80000,19.985311,7.551172,8.700453,0.034558
80000,19.943317,7.518099,8.709336,0.035241
80000,19.848951,7.610190,8.718092,0.035071
80000,19.877849,7.603998,8.679261,0.035200
80000,20.007320,7.551647,8.679710,0.036359
80000,19.886867,7.534878,8.768729,0.044770
80000,19.962911,7.567408,8.683005,0.034424
80000,19.882984,7.594140,8.694506,0.034507
80000,20.074144,7.681614,8.753727,0.035319
80000,20.091030,7.526458,8.664980,0.034622
80000,19.873651,7.577935,8.673221,0.035644
80000,19.897691,7.554016,8.710616,0.034961
80000,19.908356,7.621476,8.667708,0.036087
85000,22.587247,8.543723,9.830925,0.038603
85000,22.799010,8.520407,9.804921,0.037685
85000,22.628824,8.600863,9.834095,0.038834
85000,22.622678,8.566103,9.814402,0.037127
85000,22.938300,8.720662,10.003396,0.038407
85000,22.679975,8.546654,9.824714,0.038908
85000,22.510495,8.560965,9.802796,0.037790
85000,22.456146,8.504780,9.842836,0.037893
85000,22.806390,8.616924,9.796754,0.040724
85000,22.521981,8.495656,9.844814,0.039893
85000,22.522421,8.560835,9.837539,0.038319
85000,22.576594,8.575303,9.828924,0.038036
85000,22.486276,8.594441,9.824853,0.037615
85000,22.596780,8.618735,9.820737,0.039598
85000,22.482818,8.572736,9.850033,0.036922
85000,22.580901,8.587648,9.802951,0.040111
85000,22.538732,8.542729,9.809394,0.037947
85000,22.527309,8.571205,9.805599,0.037515
85000,22.467682,8.555094,9.805411,0.036218
85000,22.560881,8.521873,9.854463,0.036153
85000,22.577654,8.504940,9.825866,0.036436
85000,22.552653,8.510106,9.893733,0.038403
85000,22.493293,8.496322,9.854614,0.037185
85000,22.618502,8.607600,9.809325,0.037107
85000,22.632828,8.543685,9.811847,0.038967
85000,22.565379,8.541693,9.797872,0.038741
85000,22.465625,8.600010,9.852404,0.036306
85000,22.607351,8.539194,9.802026,0.036530
85000,22.646417,8.551888,9.791201,0.037180
85000,22.463620,8.638662,9.798371,0.036599
85000,22.469651,8.610849,9.836252,0.037538
85000,22.643241,8.593626,9.826628,0.036220
85000,22.553814,8.506822,9.783421,0.037756
85000,22.527381,8.627908,9.798467,0.037894
85000,22.580158,8.605901,9.841606,0.036351
85000,22.480996,8.625515,9.789362,0.038978
85000,22.587572,8.546980,9.856169,0.037944
85000,22.597686,8.562927,9.807324,0.041256
85000,22.551943,8.556236,9.809304,0.038329
85000,22.516529,8.581085,9.803445,0.037357
85000,22.530115,8.529900,9.808827,0.038357
85000,22.545795,8.589824,9.833090,0.036795
85000,22.495376,8.610114,9.829221,0.037026
85000,22.525355,8.531260,9.822841,0.036014
85000,22.748457,8.516037,9.780934,0.037337
85000,22.510312,8.561771,9.809777,0.038011
85000,22.485370,8.609426,9.834468,0.036719
85000,22.554291,8.495556,9.881673,0.038794
85000,22.496572,8.536772,9.788231,0.036478
85000,22.490580,8.479592,9.817741,0.039302
90000,25.307120,9.643446,10.959622,0.039604
90000,25.327438,9.627180,11.029743,0.037971
90000,25.292452,9.618814,10.999150,0.038535
90000,25.257719,9.742834,10.992987,0.038279
90000,25.502818,9.603729,11.008753,0.039382
90000,25.238528,9.567368,10.975273,0.038708
90000,25.243126,9.587169,10.997134,0.038966
90000,25.295705,9.653272,11.002371,0.037982
90000,25.272570,9.603275,11.026662,0.039135
90000,25.300302,9.546660,10.998023,0.041344
90000,25.340409,9.531193,11.025205,0.042653
90000,25.216100,9.662456,10.997820,0.037755
90000,25.289209,9.587766,10.999322,0.039308
90000,25.213139,9.536281,11.034268,0.039253
90000,25.286103,9.608955,11.032696,0.039562
90000,25.294434,9.524991,11.011752,0.038670
90000,25.309093,9.592714,11.046645,0.040909
90000,25.417311,9.549264,11.010459,0.038864
90000,25.229616,9.709584,10.972197,0.039225
90000,25.298688,9.516805,11.110425,0.046226
90000,25.242301,9.539266,11.020793,0.040418
90000,25.285899,9.607745,10.988724,0.038599
90000,25.313261,9.532788,11.002681,0.038253
90000,25.300730,9.602521,11.006935,0.039079
90000,25.405019,9.524661,11.018470,0.041736
90000,25.372679,9.507931,11.024565,0.038814
90000,25.310688,9.564732,11.027647,0.038708
90000,25.254536,9.631318,10.982302,0.038743
90000,25.273101,9.544839,11.034910,0.039196
90000,25.284830,9.583480,11.022459,0.038202
90000,25.316615,9.639494,10.969931,0.040954
90000,25.445173,9.598781,10.955601,0.039722
90000,25.249025,9.539789,10.995390,0.038048
90000,25.401037,9.527180,10.965448,0.038493
90000,25.360116,9.542292,10.977637,0.039890
90000,25.266560,9.616732,11.059619,0.039086
90000,25.302514,9.546173,10.991928,0.040294
90000,25.374837,9.589026,11.072622,0.042381
90000,25.267496,9.572742,11.012461,0.043839
90000,25.160329,9.677964,11.065513,0.037784
90000,25.184663,9.651027,10.999282,0.041276
90000,25.358125,9.564474,11.019870,0.039313
90000,25.196212,9.593142,10.981599,0.042715
90000,25.141602,9.638705,11.156906,0.039918
90000,25.266821,9.573505,11.052247,0.039138
90000,25.436652,9.685917,11.051749,0.040407
90000,25.790265,9.851064,11.069418,0.039542
90000,25.307834,9.621463,11.085160,0.039210
90000,25.516656,9.837565,10.986558,0.039438
90000,25.205891,9.639327,11.046682,0.038359
95000,28.549798,10.754062,12.295639,0.040353
95000,28.242439,10.600615,12.236961,0.041404
95000,28.293887,10.622284,12.236760,0.043460
95000,28.253732,10.733665,12.210996,0.041992
95000,28.249342,10.651725,12.291944,0.040898
95000,28.199752,10.679228,12.286651,0.041588
95000,28.159354,10.641968,12.345819,0.040705
95000,28.072460,10.637515,12.253703,0.041064
95000,28.152205,10.637930,12.221482,0.041437
95000,28.352067,10.648455,12.251952,0.042933
95000,28.168478,10.740015,12.275659,0.041100
95000,28.171147,10.726687,12.234211,0.043536
95000,28.293887,10.722858,12.297067,0.046846
95000,28.086080,10.737004,12.368629,0.045504
95000,28.150647,10.800419,12.254560,0.041125
95000,28.158560,10.661615,12.251790,0.041694
95000,28.349318,10.674463,12.295234,0.041074
95000,28.354941,10.590223,12.203578,0.041095
95000,28.205905,10.695099,12.248404,0.042729
95000,28.179959,10.758144,12.295815,0.041967
95000,28.103872,10.766422,12.221639,0.042663
95000,28.217900,10.682231,12.304330,0.041783
95000,28.136726,10.655910,12.269036,0.042044
95000,28.267829,10.690179,12.266685,0.040942
95000,28.281380,10.587607,12.203645,0.054490
95000,28.637961,10.600248,12.230782,0.041239
95000,28.174927,10.678658,12.271617,0.042037
95000,28.338220,10.711067,12.213664,0.041739
95000,28.133324,10.667705,12.240545,0.041034
95000,28.208844,10.664621,12.269024,0.042768
95000,28.260992,10.725828,12.281099,0.040869
95000,28.237956,10.707927,12.191780,0.041313
95000,28.184781,10.718695,12.251530,0.040753
95000,28.191102,10.637452,12.193881,0.040920
95000,28.338005,10.627706,12.241668,0.042039
95000,28.197840,10.694744,12.270525,0.042924
95000,28.364810,10.593076,12.276262,0.044701
95000,28.207960,10.672824,12.255323,0.043947
95000,28.252335,10.600188,12.275490,0.042908
95000,28.250667,10.643990,12.249960,0.044181
95000,28.247755,10.594135,12.254903,0.040867
95000,28.294044,10.693173,12.289675,0.041728
95000,28.326154,10.796241,12.252942,0.040866
95000,28.282395,10.713336,12.269697,0.042009
95000,28.319874,10.746695,12.291625,0.048959
95000,28.162515,10.703535,12.224267,0.043073
95000,28.297752,10.621369,12.233064,0.041616
95000,28.348219,10.694038,12.298459,0.040376
95000,28.298630,10.712267,12.277848,0.041661
95000,28.208001,10.611346,12.247286,0.041441
100000,31.353811,11.968531,13.582539,0.044622
100000,31.329678,11.881694,13.560299,0.044475
100000,31.325952,11.887642,13.603282,0.044781
100000,31.366502,11.838237,13.647178,0.043654
100000,31.248376,11.766613,13.589953,0.049621
100000,31.389891,11.862602,13.584971,0.043206
100000,31.414314,11.755899,13.609579,0.043263
100000,31.214472,12.267953,13.712195,0.043890
100000,31.268931,11.764624,13.620625,0.043492
100000,31.229748,11.769451,13.575922,0.046529
100000,31.787624,11.820853,13.563663,0.043467
100000,31.311009,11.910799,13.606481,0.043087
100000,31.303178,11.843286,13.559653,0.043823
100000,31.213998,11.797232,13.597803,0.045649
100000,31.600876,11.775618,13.549588,0.044478
100000,31.369453,11.925840,13.576643,0.043847
100000,31.342531,11.829477,13.538815,0.043739
100000,31.322562,11.800315,13.573267,0.045863
100000,31.335884,11.864160,13.550675,0.043472
100000,31.286411,11.833811,13.617332,0.043681
100000,31.261827,11.771462,13.588813,0.042694
100000,31.352123,11.850683,13.557170,0.043854
100000,31.221121,11.953947,13.540952,0.043039
100000,31.382078,11.837372,13.609027,0.064550
100000,31.445161,11.735612,13.511147,0.044409
100000,31.390085,12.059574,13.584026,0.044043
100000,31.189528,11.821310,13.554821,0.041854
100000,31.404799,11.800496,13.549365,0.042850
100000,31.251642,11.833139,13.564775,0.049279
100000,31.254243,11.809171,13.516998,0.043558
100000,31.337480,11.836463,13.615914,0.042404
100000,31.320913,11.764478,13.603788,0.048025
100000,31.117909,11.764349,13.628817,0.043705
100000,31.118291,11.758740,13.588208,0.053499
100000,31.298440,11.771977,13.556809,0.043964
100000,31.207147,11.871815,13.554055,0.043132
100000,31.486221,11.718419,13.538665,0.042487
100000,31.325740,11.825983,13.566475,0.043139
100000,31.325936,11.867026,13.535172,0.052673
100000,31.290394,11.732980,13.531440,0.043723
100000,31.303371,11.762071,13.522501,0.046846
100000,31.286687,11.880538,13.567494,0.043367
100000,31.165959,11.755644,13.587697,0.045267
100000,31.233311,11.722454,13.545131,0.042678
100000,31.207796,11.785072,13.534958,0.043717
100000,31.316662,11.844385,13.550883,0.042506
100000,31.216822,11.786225,13.587277,0.042764
100000,31.257976,11.770398,13.555791,0.043261
100000,31.236506,11.826909,13.554402,0.043563
100000,31.199194,11.857364,13.564219,0.043973
